text,offensive,cleaned_text
@lifetrend @MAXXBIKEde @machtjanix23 @AthinaMala @troll_putin @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @petpanther0 @feldenfrizz @nasanasal @info2099 @_macmike @ellibisathide @MD_Franz Ao - immer noch der.,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ao - immer noch der.
"Wenn ich nachdenke,ist es schon erniedrigend im ""Lobbyisten.Babel"" Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜",1,"Wenn ich nachdenke,ist es schon erniedrigend im ""Lobbyisten.Babel"" Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜"
G20 ist geplante Verarschung von #Merkel |LBR| Die Gewaltexzesse sichern ihren nächsten Wahlsieg |LBR| Außer Spesen nix gewesen,1,G20 ist geplante Verarschung von #Merkel Die Gewaltexzesse sichern ihren nächsten Wahlsieg Außer Spesen nix gewesen
@undayou Wir sind auch innen schön!,0,@USER Wir sind auch innen schön!
"@DieRehfeldt Wir haben bei der Wahl zugelegt, über eine halbe Millionen Stimmen mehr..",0,"@USER Wir haben bei der Wahl zugelegt, über eine halbe Millionen Stimmen mehr.."
"@AliCologne Nein, Türken sind nicht die neuen Juden #Servicetweet",0,"@USER Nein, Türken sind nicht die neuen Juden #Servicetweet"
Brettl Spitzen gucken auf BR,0,Brettl Spitzen gucken auf BR
"@politikkaspar @paradoxxiss Dummheit ist in Deutschland seit Stasi-Merkel, weit verbreitet! Übrigens das war sie bei Adolf ebenso und wir wissen alle wohin das führte!",1,"@USER @USER Dummheit ist in Deutschland seit Stasi-Merkel, weit verbreitet! Übrigens das war sie bei Adolf ebenso und wir wissen alle wohin das führte!"
@KlausGunk ich drück die daumen klaus 👍,0,@USER ich drück die daumen klaus 👍
@RegSprecher US-Experte sagt Deutschlands Untergang voraus,0,@USER US-Experte sagt Deutschlands Untergang voraus
@Tjark_Limmer Roth wird bleiben und Glaser niemals Vizepräsident. 😊,0,@USER Roth wird bleiben und Glaser niemals Vizepräsident. 😊
"@anhohX Alberto Rivera – Islam, eine Schöpfung der Katholischen Kirche, |LBR| sieh dir das gleichnamige Video bei Youtube an, |LBR| er hat auch ein Buch geschrieben, ehemaliger Jesuitenpater aus dem Vatikan",0,"@USER Alberto Rivera – Islam, eine Schöpfung der Katholischen Kirche, sieh dir das gleichnamige Video bei Youtube an, er hat auch ein Buch geschrieben, ehemaliger Jesuitenpater aus dem Vatikan"
"Schwach ist,wer sich nicht um Land u Volk kümmert,dann übernahmen schon immer andere die Macht,das beweist d. gesamte Menschheitsgeschichte😜",0,"Schwach ist,wer sich nicht um Land u Volk kümmert,dann übernahmen schon immer andere die Macht,das beweist d. gesamte Menschheitsgeschichte😜"
@MiriamOzen Wie verkommen müssen erst die sein die dieses Gesicht gewählt haben....,1,@USER Wie verkommen müssen erst die sein die dieses Gesicht gewählt haben....
@LizasWelt @HolgerScherer @wahl_beobachter Wie blöd sind deutsche Politiker eigentlich???,1,@USER @USER @USER Wie blöd sind deutsche Politiker eigentlich???
@Christophgiesa @mollemopp 1. hat in meinem Leben nicht einmal mein Herz rechts geschlagen u 2. d. Antwort lässt auf wenig Bildung schließen,0,@USER @USER 1. hat in meinem Leben nicht einmal mein Herz rechts geschlagen u 2. d. Antwort lässt auf wenig Bildung schließen
@BILD Die meisten Deutschen misstrauen Merkel! |LBR| Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!,1,@USER Die meisten Deutschen misstrauen Merkel! Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!
"Moin Piepser, hänge hier immer noch fest! 20cm Schnee bringen d. Kommunalpolitik durcheinander 😡 Was wollen die Affen dem IS entgegen setzen",1,"Moin Piepser, hänge hier immer noch fest! 20cm Schnee bringen d. Kommunalpolitik durcheinander 😡 Was wollen die Affen dem IS entgegen setzen"
"""Weltweit fliehen Mio Menschen v. Krieg ... gemeinsam stehen wir vor großen Herausforderungen.""(Murksel) Eigener Krieg als Herausforderung 😂",0,"""Weltweit fliehen Mio Menschen v. Krieg ... gemeinsam stehen wir vor großen Herausforderungen.""(Murksel) Eigener Krieg als Herausforderung 😂"
@vanderbellen @MatthiasCremer Minister Kickl MUSS seines Amtes enthoben werden.,0,@USER @USER Minister Kickl MUSS seines Amtes enthoben werden.
@sebwan1 @Grals_Hueter Stasi IM Erika alias Merkel bezahlt das ganze noch. Und Maas der neue Heinrich. H regelt das ganze. Wer jetzt denkt das hatten wir schon ist NAZI.,1,@USER @USER Stasi IM Erika alias Merkel bezahlt das ganze noch. Und Maas der neue Heinrich. H regelt das ganze. Wer jetzt denkt das hatten wir schon ist NAZI.
"@anna_IIna Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃",1,"@USER Das sind doch alles masturbierende Pickelplatagen, keine Ahnung von Etwas...deswegen werden sie bestimmt Berufspolitiker..😃😃"
"@awkwardPixels @Wuffelchen @jayxthexhuman Das hängt von den Transpersonen ab. Wenn sie sich eindeutig als Mann bzw. Frau definieren - dann ja. Es gibt aber auch Transpersonen, die nicht in die Kategorien Mann/Frau passen.",0,"@USER @USER @USER Das hängt von den Transpersonen ab. Wenn sie sich eindeutig als Mann bzw. Frau definieren - dann ja. Es gibt aber auch Transpersonen, die nicht in die Kategorien Mann/Frau passen."
@Heinrich_Krug Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Blindenhund. |LBR| Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!,1,@USER Na klar kriegt der Lob von allen Seiten...ist ja ein Merkel-Blindenhund. Wollt ihr tatsächliche Opfer sehen dann geht auf Friedhöfe oder sprecht mit den Angehörigen..!
"Warum sollte Brüssel nach Spanien schauen, wurde doch in d. 1990ern ALLES unternommen, um den Balkankonflikt erst zu schüren u. dann, KRIEG😜",0,"Warum sollte Brüssel nach Spanien schauen, wurde doch in d. 1990ern ALLES unternommen, um den Balkankonflikt erst zu schüren u. dann, KRIEG😜"
@aotto1968_2 @krippmarie Mir egal....soll sie es mit ins Grab nehmen...,0,@USER @USER Mir egal....soll sie es mit ins Grab nehmen...
"@petpanther0 Jeder kann die von Kalergi in den 1920ern verfassten Pamphlete die die Ideologie der heutigen EU vorweg nahmen recherchieren, es ist eine Zionistische rassistische Ideologie die auf Vermischung der Weisen Europäer abzielt, geführt von einer Art Herrenrasse",1,"@USER Jeder kann die von Kalergi in den 1920ern verfassten Pamphlete die die Ideologie der heutigen EU vorweg nahmen recherchieren, es ist eine Zionistische rassistische Ideologie die auf Vermischung der Weisen Europäer abzielt, geführt von einer Art Herrenrasse"
@emrich_5933 @DuHugonotte @CDU Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!,0,@USER @USER @USER Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!
"@China_Welt_News Da Deutschland keine NATIONALmannschaft mehr hat, interessiert dies niemanden!",0,"@USER Da Deutschland keine NATIONALmannschaft mehr hat, interessiert dies niemanden!"
@TerpentinSusi Heiko Maas hat das Buch - genau wie seine aktuellen Tweets - nicht einmal selbst verfasst. Der Schriftsteller Michael Ebmeyer stand ihm mit seinem schmalzigen Stil zur Seite.,1,@USER Heiko Maas hat das Buch - genau wie seine aktuellen Tweets - nicht einmal selbst verfasst. Der Schriftsteller Michael Ebmeyer stand ihm mit seinem schmalzigen Stil zur Seite.
@Vancullo Ein Tor das jemals geglaubt hat!,0,@USER Ein Tor das jemals geglaubt hat!
@AuswaertigesAmt @RegSprecher Überall werden Millionen unserer Steuergelder veruntreut! Während zig Millionen in Deutschland fehlen um z. B. Armut und marode Infrastruktur zu bekämpfen!,0,@USER @USER Überall werden Millionen unserer Steuergelder veruntreut! Während zig Millionen in Deutschland fehlen um z. B. Armut und marode Infrastruktur zu bekämpfen!
Wahl der Rechtskommission - Kandidaten (keine Kandidatinnen ...) stellen sich vor - #aksynode16,0,Wahl der Rechtskommission - Kandidaten (keine Kandidatinnen ...) stellen sich vor - #aksynode16
"@Waldoknalldo @SteveMotley Ja, viele sind seit geraumer Zeit Zwitter out",0,"@USER @USER Ja, viele sind seit geraumer Zeit Zwitter out"
"Hallo Freunde, muss mich doch mal melden, ich hoffe, Ihr seid alle gesund und munter. 5 Wochen in Polen, eine Wohltat für meine Seele.",0,"Hallo Freunde, muss mich doch mal melden, ich hoffe, Ihr seid alle gesund und munter. 5 Wochen in Polen, eine Wohltat für meine Seele."
"@IQ_Stimulator Hat sich Fehlerteufel eingeschlichen wenn man zu schnell tippt und anschließend nicht kontrolliert, Soll heißen: ,schonwieder‘",0,"@USER Hat sich Fehlerteufel eingeschlichen wenn man zu schnell tippt und anschließend nicht kontrolliert, Soll heißen: ,schonwieder‘"
.@Karl_Lauterbach will Privatversicherte mit #Einheitsversicherung vor Über-Therapie schützen. Aber Mündige brauchen keinen staatlichen Vormund! #NannyStaat @morgenmagazin,0,.@USER will Privatversicherte mit #Einheitsversicherung vor Über-Therapie schützen. Aber Mündige brauchen keinen staatlichen Vormund! #NannyStaat @USER
Bundeskanzler #Kurz wird sicherlich nicht noch einmal bei Maischberger sitzen. Bei einer Frau ohne Anstand keinerlei Erziehung und Achtung vor Andersdenkende. Eine Heuchelnde Anhängerin der Diktatur das ist Frau Maischberger. |LBR| #maischberger,1,Bundeskanzler #Kurz wird sicherlich nicht noch einmal bei Maischberger sitzen. Bei einer Frau ohne Anstand keinerlei Erziehung und Achtung vor Andersdenkende. Eine Heuchelnde Anhängerin der Diktatur das ist Frau Maischberger. #maischberger
@welt SPD hat fertig. Wenn nicht jetzt dann spätestens in 4 Jahren. 5% und selbst das ist noch zuviel,0,@USER SPD hat fertig. Wenn nicht jetzt dann spätestens in 4 Jahren. 5% und selbst das ist noch zuviel
"@petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Habe andere Erfahrungen gemacht, in der Schweiz war es kein Problem und hier in Ungarn auch nicht,in NY kannst Du überall Kurse finden.",0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Habe andere Erfahrungen gemacht, in der Schweiz war es kein Problem und hier in Ungarn auch nicht,in NY kannst Du überall Kurse finden."
@krippmarie @jouwatch So sind sie halt....unwissend und unbelehrbar....je weniger Ahnung desto lauter ihr Geschrei ..!!,1,@USER @USER So sind sie halt....unwissend und unbelehrbar....je weniger Ahnung desto lauter ihr Geschrei ..!!
@karina_vogel_de @krippmarie Besser kann man ein Bild des Grauens nicht malen.... |LBR| Was kommt als nächstes..?,0,@USER @USER Besser kann man ein Bild des Grauens nicht malen.... Was kommt als nächstes..?
Schulz ist als Kanzler undenkbar. Zweimal sitzengeblieben und ohne Schulabschluss. Eine |LBR| Schande für die SPD und ein Armutszeichen. für D.,1,Schulz ist als Kanzler undenkbar. Zweimal sitzengeblieben und ohne Schulabschluss. Eine Schande für die SPD und ein Armutszeichen. für D.
SPD ist für DE nicht wählbar dieses üble Pack fordert d Familiennachzug für alle Muslimische Invasoren Forderung von Malu Dreyer Schulz |LBR| AFD,1,SPD ist für DE nicht wählbar dieses üble Pack fordert d Familiennachzug für alle Muslimische Invasoren Forderung von Malu Dreyer Schulz AFD
"@ReissPat @DaFancyTrancy @RobertWillacker @SPIEGELONLINE @marga_owski Du hast das Thema ""überflüssige Angaben in Ausweisdokumenten"" aufgemacht und ich habe dir zugestimmt. Der Personalausweis kommt seit jeher gut ohne Geschlechtsangabe zurecht. Warum sollte das der Reisepass nicht auch?",0,"@USER @USER @USER @USER @USER Du hast das Thema ""überflüssige Angaben in Ausweisdokumenten"" aufgemacht und ich habe dir zugestimmt. Der Personalausweis kommt seit jeher gut ohne Geschlechtsangabe zurecht. Warum sollte das der Reisepass nicht auch?"
Außerdem Jahresempfang bei Radio Schleswig-Holstein (RSH).,0,Außerdem Jahresempfang bei Radio Schleswig-Holstein (RSH).
@BergholzMonika Wohl wahr ! Die nächsten Jahre werden ein böses Trauerspiel für Deutschland !,0,@USER Wohl wahr ! Die nächsten Jahre werden ein böses Trauerspiel für Deutschland !
"Man wird das Gefühl nicht los, dass CDU CSU u SPD über d Abschaffung unseres Landes verhandeln und dieses Gefühl verfestigt sich |LBR| AFD wählen",0,"Man wird das Gefühl nicht los, dass CDU CSU u SPD über d Abschaffung unseres Landes verhandeln und dieses Gefühl verfestigt sich AFD wählen"
"Happy Pride Week! Wenn ihr diese Woche twittert, benutzt doch bitte den Hashtag #HamburgPride, damit wir keine eurer Tweets verpassen.",0,"Happy Pride Week! Wenn ihr diese Woche twittert, benutzt doch bitte den Hashtag #HamburgPride, damit wir keine eurer Tweets verpassen."
"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline  in den Ar*** der Kanzlerette 😜",1,"😂😂😂 Phantomschmerz (fehlende Eier) und Machtgeilheit zwangen heute erneut den ""Bayern-Horsti"" ohne Vaseline in den Ar*** der Kanzlerette 😜"
"@fr @HeikoMaas Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!",1,"@USER @USER Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!"
"Sanktionen gegen Russland sind Eigentore und schaden den |LBR| Europäern. Jagt sie davon, diese ""Verhänger"". Wir brauchen sie nicht.",0,"Sanktionen gegen Russland sind Eigentore und schaden den Europäern. Jagt sie davon, diese ""Verhänger"". Wir brauchen sie nicht."
@MiriamOzen So schaun Sieger aus lalalalla so schaun Sieger aus lalalallaalla..... |LBR| Mein Traum geht in Erfüllung...kotzgrüne Brühe versickert endlich im Erdreich...😂😂😂😂,1,@USER So schaun Sieger aus lalalalla so schaun Sieger aus lalalallaalla..... Mein Traum geht in Erfüllung...kotzgrüne Brühe versickert endlich im Erdreich...😂😂😂😂
"@weissrot sie verstehen das mit der gegenposition nicht. ein bsp: |LBR| käme jemand von der grünen, würde ich fragen: „wie ohne obergrenze?“ |LBR| käme jemand von der csu: „wozu ne obergrenze? siehe aktuelle zahlen.“ |LBR| jetzt besser?",0,"@USER sie verstehen das mit der gegenposition nicht. ein bsp: käme jemand von der grünen, würde ich fragen: „wie ohne obergrenze?“ käme jemand von der csu: „wozu ne obergrenze? siehe aktuelle zahlen.“ jetzt besser?"
"@Martin_Sellner Die Linke Arroganz wird schon noch ihre Ohrfeigen bekommen wenn so ""TAPFERE Blödies"" wie M.Albrecht länger am Watschenbaum rütteln !",1,"@USER Die Linke Arroganz wird schon noch ihre Ohrfeigen bekommen wenn so ""TAPFERE Blödies"" wie M.Albrecht länger am Watschenbaum rütteln !"
"@shengfui ... und vor allem örtlich zuständiger MdB. Und ja: Machen Sie mal Urlaub im #Saarland. Entspannt total. Achtung, Werbung: Saar-Hunsrück-Steig, Baumwipfelpfad, Vauban-Stadt, Saar-Polygon,.... Schönen Sonntag!",0,"@USER ... und vor allem örtlich zuständiger MdB. Und ja: Machen Sie mal Urlaub im #Saarland. Entspannt total. Achtung, Werbung: Saar-Hunsrück-Steig, Baumwipfelpfad, Vauban-Stadt, Saar-Polygon,.... Schönen Sonntag!"
@zeitonline Eines ist Fakt...wer vor Assad flieht der führt nichts gutes im Schilde. |LBR| Alle wissen das doch niemanden interessiert es..!,0,@USER Eines ist Fakt...wer vor Assad flieht der führt nichts gutes im Schilde. Alle wissen das doch niemanden interessiert es..!
"@hdBerretz Gut, dann wissen sie von was ich rede, ich bin kein Freund von Prophetien, aber vieles deutet auf eine Art Selbsterfüllung hin, trotzdem, alles hängt von den Menschen selbst ab und wie weit sie in ihrer geistigen Entwicklung sind.",0,"@USER Gut, dann wissen sie von was ich rede, ich bin kein Freund von Prophetien, aber vieles deutet auf eine Art Selbsterfüllung hin, trotzdem, alles hängt von den Menschen selbst ab und wie weit sie in ihrer geistigen Entwicklung sind."
@RT_Deutsch Jedem das seine...aber welch ein Aufwand für „Minderheiten“ betrieben wird ist enorm. |LBR| Diesen Einsatz wünschte ich in anderen Belangen ...und wir haben in der Tat Bedarf.,0,@USER Jedem das seine...aber welch ein Aufwand für „Minderheiten“ betrieben wird ist enorm. Diesen Einsatz wünschte ich in anderen Belangen ...und wir haben in der Tat Bedarf.
@Grals_Hueter @sebwan1 Selbst das sollte uns zu Denken geben.,0,@USER @USER Selbst das sollte uns zu Denken geben.
"@focusonline Falls es euch interessiert, fragt mal einen BW Söldner was er unterschreiben muss bevor er auf Auslandseinsatz darf, die Genfer Konvention gilt nur für Staatsarmeen nicht für private Söldner, und für die BW gilt sie nicht.",0,"@USER Falls es euch interessiert, fragt mal einen BW Söldner was er unterschreiben muss bevor er auf Auslandseinsatz darf, die Genfer Konvention gilt nur für Staatsarmeen nicht für private Söldner, und für die BW gilt sie nicht."
"Der Ausnahmezustand ist zum 6x verlängert worden. |LBR| Die Regierung in der Türkei regiert nicht demokratisch, sondern nur durch Notstandsgesetze.",0,"Der Ausnahmezustand ist zum 6x verlängert worden. Die Regierung in der Türkei regiert nicht demokratisch, sondern nur durch Notstandsgesetze."
@Macbeth0815 @Grals_Hueter @DasNoch @wiederDaIchBin @Nightmanager6 @dtpmaker @MiriamOzen @VonSchwer @MatthiasFux @bazonline Strafantrag stellen. Wir wollen das. Suchen aber noch Anwälte und Menschen die diese Klage unterstützen.,0,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Strafantrag stellen. Wir wollen das. Suchen aber noch Anwälte und Menschen die diese Klage unterstützen.
